Test Name,pheno,contrast,estimate,SE,df,t.ratio,p.value
Jay Test 1,Oil (% dry basis),N18-1572 - Checks,-1.2633333333332233,0.29233349016261656,56.999999999999595,-4.321548422763564,0.0010669648638350626
Jay Test 1,Oil (% dry basis),N18-1595 - Checks,-2.9320833333332357,0.2923334901626167,56.99999999999939,-10.029926204151984,5.737632591262809e-13
Jay Test 1,Oil (% dry basis),N18-1604 - Checks,-1.1145833333332347,0.2923334901626166,56.99999999999939,-3.8127117516136257,0.005760822178915603
Jay Test 1,Oil (% dry basis),N18-1620 - Checks,-1.0445833333332348,0.2923334901626166,56.999999999999595,-3.5732592004842263,0.012265092017351487
Jay Test 1,Oil (% dry basis),N18-1632-1 - Checks,-1.6858333333332358,0.29233349016261667,56.999999999999595,-5.766815606366056,5.872935887940578e-6
Jay Test 1,Oil (% dry basis),N18-1632-2 - Checks,-1.6458333333332251,0.2923334901626166,56.999999999999595,-5.62998557714922,9.787567706753819e-6
Jay Test 1,Oil (% dry basis),N18-1635 - Checks,-0.7333333333332361,0.29233349016261667,56.99999999999939,-2.5085505356410036,0.22647213973532565
Jay Test 1,Oil (% dry basis),N18-1641 - Checks,-1.0895833333332414,0.2923334901626166,56.99999999999939,-3.7271929833531487,0.00756894167990696
Jay Test 1,Oil (% dry basis),N18-1674 - Checks,-1.2383333333332374,0.2923334901626167,56.99999999999939,-4.236029654503109,0.001426210997774735
Jay Test 1,Oil (% dry basis),N18-1682 - Checks,-1.687083333333239,0.2923334901626166,56.999999999999595,-5.771091544779093,5.7796923937925015e-6
Jay Test 1,Oil (% dry basis),N18-1731 - Checks,-1.9620833333332428,0.2923334901626166,56.999999999999595,-6.711797995644607,1.63196922642328e-7
Jay Test 1,Oil (% dry basis),N18-1751 - Checks,-2.0095833333332247,0.2923334901626166,56.99999999999939,-6.874283655339496,8.75931679411579e-8
Jay Test 1,Oil (% dry basis),N18-1763 - Checks,-2.870833333333232,0.2923334901626166,56.999999999999595,-9.820405221913749,1.2362333379201118e-12
Jay Test 1,Oil (% dry basis),N18-1855 - Checks,-1.844583333333231,0.2923334901626166,56.99999999999939,-6.309859784820217,7.562524543258675e-7
Jay Test 1,Oil (% dry basis),N18-1956 - Checks,-0.9383333333332322,0.29233349016261656,56.99999999999939,-3.2098044353770923,0.03646726655404253
Jay Test 1,Protein (% dry basis),LMN09-119 - Checks,10.429166666666898,0.41761122042412185,57.00000000000063,24.973387104099213,0
Jay Test 1,Protein (% dry basis),N09-09 - Checks,5.36541666666691,0.4176112204241217,57.00000000000063,12.847874779843911,0
Jay Test 1,Protein (% dry basis),N18-1572 - Checks,4.140416666666884,0.41761122042412174,57.00000000000063,9.91452447676554,8.738565426824607e-13
Jay Test 1,Protein (% dry basis),N18-1595 - Checks,6.411666666666905,0.41761122042412174,57.000000000000846,15.353195395840373,0
Jay Test 1,Protein (% dry basis),N18-1604 - Checks,2.8841666666668884,0.4176112204241218,57.00000000000063,6.906343808812793,7.746429198096649e-8
Jay Test 1,Protein (% dry basis),N18-1620 - Checks,2.6841666666669095,0.41761122042412174,57.000000000000846,6.427429473616386,4.834363824812726e-7
Jay Test 1,Protein (% dry basis),N18-1632-1 - Checks,5.695416666666888,0.4176112204241217,57.00000000000063,13.638083432918016,0
Jay Test 1,Protein (% dry basis),N18-1632-2 - Checks,5.7229166666669045,0.4176112204241217,57.00000000000063,13.70393415400757,0
Jay Test 1,Protein (% dry basis),N18-1635 - Checks,2.6616666666668913,0.41761122042412185,57.000000000000846,6.373551610906739,5.935376572452356e-7
Jay Test 1,Protein (% dry basis),N18-1641 - Checks,2.386666666666883,0.41761122042412185,57.00000000000063,5.715044400011589,7.127242940829781e-6
Jay Test 1,Protein (% dry basis),N18-1674 - Checks,4.2466666666669015,0.4176112204241218,57.000000000000846,10.168947717338698,3.453903829608862e-13
Jay Test 1,Protein (% dry basis),N18-1682 - Checks,4.166666666666904,0.4176112204241217,57.00000000000063,9.977381983260123,6.945555242054979e-13
Jay Test 1,Protein (% dry basis),N18-1731 - Checks,5.156666666666903,0.41761122042412174,57.000000000000846,12.34800794248259,0
Jay Test 1,Protein (% dry basis),N18-1751 - Checks,3.8604166666669095,0.41761122042412174,57.00000000000063,9.24404440749056,1.0508927061891882e-11
Jay Test 1,Protein (% dry basis),N18-1763 - Checks,6.87916666666689,0.41761122042412174,57.000000000000846,16.47265765436206,0
Jay Test 1,Protein (% dry basis),N18-1855 - Checks,6.576666666666879,0.4176112204241217,57.000000000000846,15.748299722377391,0
Jay Test 1,Protein (% dry basis),N18-1956 - Checks,3.6041666666668757,0.4176112204241217,57.00000000000063,8.630435415520017,1.0592537957876402e-10
Jay Test 1,Yield (bu/ac),LMN09-119 - Checks,-5.688011249998584,2.842311144559839,57.00000000000105,-2.0011923257893116,0.5829333599508786
Jay Test 1,Yield (bu/ac),N09-09 - Checks,-3.436889999998583,2.842311144559839,57.00000000000105,-1.2091885177936144,0.9886458100914036
Jay Test 1,Yield (bu/ac),N18-1572 - Checks,-6.474333749998565,2.842311144559838,57.00000000000126,-2.2778413131828974,0.36660540126058816
Jay Test 1,Yield (bu/ac),N18-1595 - Checks,-1.5325612499985806,2.842311144559838,57.000000000001464,-0.5391954547030825,0.9999997579523485
Jay Test 1,Yield (bu/ac),N18-1604 - Checks,-1.8958087499985836,2.8423111445598375,57.000000000001464,-0.666995502454806,0.9999940923790132
Jay Test 1,Yield (bu/ac),N18-1620 - Checks,1.4896462500013998,2.842311144559839,57.00000000000105,0.5240968262227628,0.9999998438660407
Jay Test 1,Yield (bu/ac),N18-1632-1 - Checks,0.6838575000013867,2.842311144559839,57.00000000000126,0.24059909883908542,0.9999999999994866
Jay Test 1,Yield (bu/ac),N18-1632-2 - Checks,1.2939825000014222,2.842311144559839,57.00000000000105,0.45525716017336615,0.9999999828068683
Jay Test 1,Yield (bu/ac),N18-1635 - Checks,1.3979550000014305,2.8423111445598375,57.000000000001464,0.4918374269745612,0.9999999419261475
Jay Test 1,Yield (bu/ac),N18-1641 - Checks,-3.057903749998579,2.8423111445598375,57.000000000001464,-1.0758511628297218,0.9967832123904782
Jay Test 1,Yield (bu/ac),N18-1674 - Checks,-0.7932524999985804,2.8423111445598375,57.000000000001464,-0.2790871441069567,0.9999999999939576
Jay Test 1,Yield (bu/ac),N18-1682 - Checks,-1.4088299999985663,2.842311144559839,57.00000000000105,-0.4956635386998555,0.9999999344417225
Jay Test 1,Yield (bu/ac),N18-1731 - Checks,-1.8928762499985934,2.842311144559839,57.00000000000105,-0.6659637716375787,0.999994224402086
